id,Details,NDVI_TAMU,NDVI_WSU,Yield
6,Metribuzin_Trail_NoSpray,0.974050399,0.775020499,129
7,Metribuzin_Trail_NoSpray,0.972800964,0.768937834,120
8,Metribuzin_Trail_NoSpray,0.971982233,0.76423033,133
9,Metribuzin_Trail_NoSpray,0.973659457,0.775506136,119
10,Metribuzin_Trail_NoSpray,0.970163545,0.762015052,109
11,Metribuzin_Trail_NoSpray,0.962442357,0.727299251,98
12,Metribuzin_Trail_NoSpray,0.965855685,0.736123109,91
13,Metribuzin_Trail_NoSpray,0.96858326,0.758038535,100
14,Metribuzin_Trail_NoSpray,0.961196352,0.684536356,104
15,Metribuzin_Trail_NoSpray,0.966872438,0.735443426,104
16,Metribuzin_Trail_NoSpray,0.965576517,0.730449981,112
17,Metribuzin_Trail_NoSpray,0.967965188,0.740748909,80
18,Metribuzin_Trail_NoSpray,0.944601037,0.614869039,84
19,Metribuzin_Trail_NoSpray,0.954465128,0.661486702,87
20,Metribuzin_Trail_NoSpray,0.961311941,0.709393091,83
21,Metribuzin_Trail_NoSpray,0.968186295,0.735918398,105
22,Metribuzin_Trail_NoSpray,0.969164607,0.75132115,101
23,Metribuzin_Trail_NoSpray,0.947436595,0.615302288,86
24,Metribuzin_Trail_NoSpray,0.965540287,0.727134103,91
25,Metribuzin_Trail_NoSpray,0.955176941,0.659090126,86
26,Metribuzin_Trail_NoSpray,0.963993626,0.711459964,84
27,Metribuzin_Trail_NoSpray,0.967193485,0.734204053,95
28,Metribuzin_Trail_NoSpray,0.969319403,0.760684969,89
29,Metribuzin_Trail_NoSpray,0.95249207,0.646114209,91
30,Metribuzin_Trail_NoSpray,0.96884294,0.749930189,87
31,Metribuzin_Trail_NoSpray,0.953406042,0.678689047,82
32,Metribuzin_Trail_NoSpray,0.965359976,0.718309494,105
33,Metribuzin_Trail_NoSpray,0.967574737,0.736178905,101
34,Metribuzin_Trail_NoSpray,0.971058137,0.760236047,102
35,Metribuzin_Trail_NoSpray,0.967904558,0.750507108,96
36,Metribuzin_Trail_NoSpray,0.961963542,0.717109075,95
1,Metribuzin_Trial_Spray,0.948247174,0.611215418,102
2,Metribuzin_Trial_Spray,0.949624508,0.628910845,94
3,Metribuzin_Trial_Spray,0.964398557,0.715388628,110
4,Metribuzin_Trial_Spray,0.956155949,0.679480926,105
5,Metribuzin_Trial_Spray,0.944537236,0.635555903,75
6,Metribuzin_Trial_Spray,0.960416286,0.694192036,92
7,Metribuzin_Trial_Spray,0.963229021,0.711424777,91
8,Metribuzin_Trial_Spray,0.957123253,0.681080708,102
9,Metribuzin_Trial_Spray,0.962757818,0.706626728,106
10,Metribuzin_Trial_Spray,0.962495397,0.702039981,104
11,Metribuzin_Trial_Spray,0.964571592,0.728198204,104
12,Metribuzin_Trial_Spray,0.96640348,0.730517732,104
13,Metribuzin_Trial_Spray,0.966490932,0.74633627,109
14,Metribuzin_Trial_Spray,0.953215207,0.638602781,102
15,Metribuzin_Trial_Spray,0.963688089,0.711309645,111
16,Metribuzin_Trial_Spray,0.966849749,0.730785493,118
17,Metribuzin_Trial_Spray,0.967400762,0.734000993,61
18,Metribuzin_Trial_Spray,0.941029253,0.583739419,80
19,Metribuzin_Trial_Spray,0.951844455,0.636129935,86
20,Metribuzin_Trial_Spray,0.963297786,0.709763667,91
21,Metribuzin_Trial_Spray,0.962817036,0.711767338,97
22,Metribuzin_Trial_Spray,0.963743567,0.718111214,99
23,Metribuzin_Trial_Spray,0.940453625,0.594007362,90
24,Metribuzin_Trial_Spray,0.961941844,0.719297386,106
25,Metribuzin_Trial_Spray,0.949160376,0.64062898,80
26,Metribuzin_Trial_Spray,0.962909195,0.716215063,85
27,Metribuzin_Trial_Spray,0.963580899,0.720151626,85
28,Metribuzin_Trial_Spray,0.964890448,0.743253483,87
29,Metribuzin_Trial_Spray,0.948291429,0.629122198,79
30,Metribuzin_Trial_Spray,0.967396358,0.749894486,71
31,Metribuzin_Trial_Spray,0.959960355,0.712101724,79
32,Metribuzin_Trial_Spray,0.960165939,0.695105731,88
33,Metribuzin_Trial_Spray,0.958427116,0.694894974,91
34,Metribuzin_Trial_Spray,0.962747679,0.720723563,94
35,Metribuzin_Trial_Spray,0.964782271,0.739604661,97
36,Metribuzin_Trial_Spray,0.957792415,0.699993518,90
