id,Details,NDVI_TAMU,NDVI_WSU
15,HiRain_Har,0.963265077,0.736697781
16,HiRain_Har,0.94304443,0.639306221
17,HiRain_Har,0.957566972,0.712604853
18,HiRain_Har,0.946139248,0.645009264
19,HiRain_Har,0.935402043,0.605770328
20,HiRain_Har,0.953565248,0.704897197
21,HiRain_Har,0.940180795,0.621798228
22,HiRain_Har,0.947981987,0.657807478
23,HiRain_Har,0.890711606,0.512285502
24,HiRain_Har,0.933581674,0.63119698
25,HiRain_Har,0.946904981,0.659679978
26,HiRain_Har,0.946816774,0.657460227
27,HiRain_Har,0.96790342,0.76206262
28,HiRain_Har,0.941747431,0.645701548
29,HiRain_Har,0.935618134,0.617265362
30,HiRain_Har,0.960563495,0.726013346
31,HiRain_Har,0.958891797,0.722003764
32,HiRain_Har,0.962868763,0.746222285
33,HiRain_Har,0.94632954,0.641152799
34,HiRain_Har,0.839680196,0.428132907
35,HiRain_Har,0.956079164,0.699729273
36,HiRain_Har,0.962623047,0.740511445
37,HiRain_Har,0.956409671,0.695219458
38,HiRain_Har,0.952271541,0.67569338
39,HiRain_Har,0.957435258,0.712433604
40,HiRain_Har,0.95634561,0.698211073
41,HiRain_Har,0.961128227,0.724964787
42,HiRain_Har,0.834000716,0.415314654
43,HiRain_Har,0.95283801,0.687417224
44,HiRain_Har,0.966537159,0.767569648
45,HiRain_Har,0.960757313,0.71903726
46,HiRain_Har,0.971943492,0.791483011
47,HiRain_Har,0.95328866,0.683070453
48,HiRain_Har,0.965680387,0.751093411
49,HiRain_Har,0.958075872,0.701521728
50,HiRain_Har,0.956116662,0.703761609
51,HiRain_Har,0.923414855,0.620449804
52,HiRain_Har,0.960913392,0.721332031
53,HiRain_Har,0.914507083,0.544169585
54,HiRain_Har,0.954920922,0.689860215
55,HiRain_Har,0.941646105,0.643578348
56,HiRain_Har,0.905693229,0.522647708
57,HiRain_Har,0.941085457,0.62366241
58,HiRain_Har,0.963178398,0.735384739
59,HiRain_Har,0.947387892,0.659572952
60,HiRain_Har,0.954959194,0.699943082
61,HiRain_Har,0.937013473,0.616517341
62,HiRain_Har,0.940585396,0.615396225
63,HiRain_Har,0.944770743,0.648310056
64,HiRain_Har,0.969551995,0.774765667
65,HiRain_Har,0.957790203,0.708040646
66,HiRain_Har,0.946415465,0.646615546
67,HiRain_Har,0.921310032,0.578860403
68,HiRain_Har,0.886482181,0.503978153
69,HiRain_Har,0.956837384,0.705186717
70,HiRain_Har,0.960592664,0.731283388
71,HiRain_Har,0.953871725,0.710866465
72,HiRain_Har,0.969153338,0.780277226
73,HiRain_Har,0.962901155,0.730180241
74,HiRain_Har,0.93988726,0.638803999
75,HiRain_Har,0.956217663,0.703735274
76,HiRain_Har,0.953262115,0.685238722
77,HiRain_Har,0.953099415,0.683147599
78,HiRain_Har,0.955265112,0.69699193
79,HiRain_Har,0.946655753,0.656012964
80,HiRain_Har,0.928122334,0.597425968
81,HiRain_Har,0.955629049,0.701803736
82,HiRain_Har,0.954890119,0.70146986
83,HiRain_Har,0.96435676,0.751443408
84,HiRain_Har,0.96278976,0.739283829
85,HiRain_Har,0.833060979,0.454136449
86,HiRain_Har,0.936618321,0.611248554
87,HiRain_Har,0.94028389,0.613491149
88,HiRain_Har,0.931187066,0.576922638
89,HiRain_Har,0.942640031,0.655676337
90,HiRain_Har,0.968910159,0.772154685
91,HiRain_Har,0.958538857,0.700383778
92,HiRain_Har,0.927243591,0.566671831
93,HiRain_Har,0.963594655,0.738306912
94,HiRain_Har,0.921196472,0.54772589
95,HiRain_Har,0.89198394,0.471111821
96,HiRain_Har,0.837783219,0.423466373
97,HiRain_Har,0.927712258,0.587913453
98,HiRain_Har,0.926966471,0.578179286
99,HiRain_Har,0.938288773,0.627184745
100,HiRain_Har,0.957127049,0.710316903
101,HiRain_Har,0.947328087,0.649318452
102,HiRain_Har,0.946096923,0.653001636
103,HiRain_Har,0.950746473,0.675305885
104,HiRain_Har,0.94537018,0.651531927
105,HiRain_Har,0.955691128,0.716596413
106,HiRain_Har,0.941538344,0.651102743
107,HiRain_Har,0.948328678,0.660185039
108,HiRain_Har,0.946190413,0.658078576
1,HiRain_SWW,0.939454127,0.640615124
2,HiRain_SWW,0.926654472,0.574893923
3,HiRain_SWW,0.946342302,0.659973712
4,HiRain_SWW,0.921152284,0.600794185
5,HiRain_SWW,0.942549249,0.610097421
6,HiRain_SWW,0.930142627,0.58819605
7,HiRain_SWW,0.962541665,0.724992238
8,HiRain_SWW,0.956559178,0.688476813
9,HiRain_SWW,0.935617991,0.589617533
10,HiRain_SWW,0.904073277,0.543065939
11,HiRain_SWW,0.909296345,0.59259677
12,HiRain_SWW,0.953324964,0.68037256
13,HiRain_SWW,0.945935788,0.662108422
14,HiRain_SWW,0.908809369,0.536752419
15,HiRain_SWW,0.933444857,0.5945554
16,HiRain_SWW,0.945170702,0.651277347
17,HiRain_SWW,0.94139702,0.640260258
18,HiRain_SWW,0.962331144,0.730873614
19,HiRain_SWW,0.929343647,0.587266033
20,HiRain_SWW,0.956944258,0.701618896
21,HiRain_SWW,0.933569265,0.616974953
22,HiRain_SWW,0.932186907,0.598388189
23,HiRain_SWW,0.952973588,0.675827799
24,HiRain_SWW,0.935623661,0.605244648
25,HiRain_SWW,0.954640794,0.686900816
26,HiRain_SWW,0.951263812,0.661325731
27,HiRain_SWW,0.941589557,0.626358916
28,HiRain_SWW,0.937365516,0.607928094
29,HiRain_SWW,0.956775983,0.698868782
30,HiRain_SWW,0.955188947,0.677794636
31,HiRain_SWW,0.973328809,0.792991039
32,HiRain_SWW,0.948490176,0.651600863
33,HiRain_SWW,0.940836178,0.632563034
34,HiRain_SWW,0.966870137,0.754391984
35,HiRain_SWW,0.944305395,0.641505064
36,HiRain_SWW,0.944222939,0.639978332
37,HiRain_SWW,0.946046578,0.632089817
38,HiRain_SWW,0.967891858,0.762817181
39,HiRain_SWW,0.945170437,0.653044598
40,HiRain_SWW,0.961486741,0.715033503
41,HiRain_SWW,0.970262338,0.775174353
42,HiRain_SWW,0.958591012,0.707710374
43,HiRain_SWW,0.976554046,0.810850634
44,HiRain_SWW,0.968359288,0.765902809
45,HiRain_SWW,0.957250971,0.718624274
46,HiRain_SWW,0.96087511,0.719804388
47,HiRain_SWW,0.962327351,0.734828137
48,HiRain_SWW,0.963668551,0.739486014
49,HiRain_SWW,0.956386958,0.694285946
50,HiRain_SWW,0.952551067,0.672078655
51,HiRain_SWW,0.952635613,0.669311884
52,HiRain_SWW,0.955183336,0.699647274
53,HiRain_SWW,0.970174044,0.770127983
54,HiRain_SWW,0.972423108,0.78434727
55,HiRain_SWW,0.969370162,0.769514741
56,HiRain_SWW,0.95712918,0.694839378
57,HiRain_SWW,0.963549144,0.755461043
58,HiRain_SWW,0.96336995,0.733955533
59,HiRain_SWW,0.96728595,0.759881227
60,HiRain_SWW,0.963161025,0.737281425
61,HiRain_SWW,0.954397184,0.698972833
62,HiRain_SWW,0.940013456,0.643103757
63,HiRain_SWW,0.958166787,0.704511418
64,HiRain_SWW,0.956391013,0.696836717
65,HiRain_SWW,0.97444178,0.808668257
66,HiRain_SWW,0.956009589,0.712423863
67,HiRain_SWW,0.958652598,0.722738062
68,HiRain_SWW,0.936869097,0.614764531
69,HiRain_SWW,0.947183525,0.662984142
70,HiRain_SWW,0.966111543,0.74590045
71,HiRain_SWW,0.970255735,0.777904581
72,HiRain_SWW,0.961184135,0.7337146
73,HiRain_SWW,0.956077334,0.709802381
74,HiRain_SWW,0.943351786,0.652046323
75,HiRain_SWW,0.933741228,0.613421517
76,HiRain_SWW,0.95623801,0.725914734
77,HiRain_SWW,0.935102512,0.590194952
78,HiRain_SWW,0.956979652,0.701874831
79,HiRain_SWW,0.901794773,0.525908799
80,HiRain_SWW,0.933732635,0.59541269
81,HiRain_SWW,0.944704485,0.641128423
82,HiRain_SWW,0.954142804,0.683507076
83,HiRain_SWW,0.967375592,0.763792925
84,HiRain_SWW,0.956648054,0.704557455
85,HiRain_SWW,0.966107246,0.762169675
86,HiRain_SWW,0.96187003,0.735166282
87,HiRain_SWW,0.947654472,0.66313032
88,HiRain_SWW,0.961187435,0.729329724
89,HiRain_SWW,0.906410024,0.575049244
90,HiRain_SWW,0.927237728,0.590386604
91,HiRain_SWW,0.942129374,0.650084971
92,HiRain_SWW,0.943121546,0.657595119
93,HiRain_SWW,0.862771513,0.473349941
94,HiRain_SWW,0.92492538,0.562556064
95,HiRain_SWW,0.957877206,0.708200628
96,HiRain_SWW,0.91755227,0.572647525
97,HiRain_SWW,0.958062598,0.709182059
98,HiRain_SWW,0.962280645,0.726696762
99,HiRain_SWW,0.942608117,0.64356306
100,HiRain_SWW,0.934146068,0.608159079
101,HiRain_SWW,0.953834911,0.676633253
102,HiRain_SWW,0.951732674,0.66327361
103,HiRain_SWW,0.913804692,0.527619783
104,HiRain_SWW,0.950649323,0.66390137
105,HiRain_SWW,0.95204464,0.66292599
106,HiRain_SWW,0.937363857,0.60236531
107,HiRain_SWW,0.966564076,0.754019957
108,HiRain_SWW,0.971665241,0.779702033
109,HiRain_SWW,0.937448631,0.620678836
110,HiRain_SWW,0.961102963,0.728758978
111,HiRain_SWW,0.952090541,0.681104397
112,HiRain_SWW,0.970561929,0.777851703
113,HiRain_SWW,0.965478625,0.753349815
114,HiRain_SWW,0.957479744,0.727223418
115,HiRain_SWW,0.947440754,0.664342897
116,HiRain_SWW,0.941296225,0.620180712
117,HiRain_SWW,0.964630063,0.75428481
118,HiRain_SWW,0.947466696,0.671976396
119,HiRain_SWW,0.865441669,0.447591142
120,HiRain_SWW,0.925886811,0.584651406
121,HiRain_SWW,0.931462193,0.649103146
122,HiRain_SWW,0.909680143,0.557115911
123,HiRain_SWW,0.950746451,0.695088423
124,HiRain_SWW,0.946537301,0.65399684
125,HiRain_SWW,0.951223434,0.686042869
126,HiRain_SWW,0.966575457,0.772372589
127,HiRain_SWW,0.931148233,0.588925855
128,HiRain_SWW,0.960458544,0.728614427
129,HiRain_SWW,0.943094995,0.635414705
130,HiRain_SWW,0.936905116,0.606014418
131,HiRain_SWW,0.948469174,0.651080754
132,HiRain_SWW,0.961606439,0.731444569
133,HiRain_SWW,0.972743136,0.798630358
134,HiRain_SWW,0.968786995,0.777916481
135,HiRain_SWW,0.948331143,0.654873952
136,HiRain_SWW,0.956017964,0.695003438
137,HiRain_SWW,0.948230624,0.65955393
138,HiRain_SWW,0.938876048,0.614329947
139,HiRain_SWW,0.966579056,0.763929198
140,HiRain_SWW,0.964525359,0.745011884
141,HiRain_SWW,0.956448534,0.715507185
142,HiRain_SWW,0.956581702,0.702223279
143,HiRain_SWW,0.963780438,0.741733792
144,HiRain_SWW,0.936645563,0.671438588
145,HiRain_SWW,0.955676889,0.694046872
146,HiRain_SWW,0.961181383,0.721089257
147,HiRain_SWW,0.968220852,0.765816488
148,HiRain_SWW,0.963423831,0.732701837
149,HiRain_SWW,0.946629903,0.661070392
150,HiRain_SWW,0.966050451,0.745654721
151,HiRain_SWW,0.957981987,0.707411326
152,HiRain_SWW,0.944964081,0.638577014
153,HiRain_SWW,0.95801985,0.701765949
154,HiRain_SWW,0.972377718,0.783076075
155,HiRain_SWW,0.963885042,0.74344347
156,HiRain_SWW,0.949055678,0.661019689
157,HiRain_SWW,0.943120673,0.639244938
158,HiRain_SWW,0.969019294,0.774121132
159,HiRain_SWW,0.968215009,0.767329215
160,HiRain_SWW,0.966780527,0.761937645
161,HiRain_SWW,0.946150566,0.662285362
162,HiRain_SWW,0.939813258,0.620819188
163,HiRain_SWW,0.960422852,0.723218127
164,HiRain_SWW,0.951018972,0.669765566
165,HiRain_SWW,0.973668281,0.800119715
166,HiRain_SWW,0.943433151,0.656014688
167,HiRain_SWW,0.961039076,0.723232947
168,HiRain_SWW,0.969521592,0.780582292
169,HiRain_SWW,0.948504195,0.642936284
170,HiRain_SWW,0.967634722,0.750636931
171,HiRain_SWW,0.952200928,0.675088497
172,HiRain_SWW,0.966204054,0.748786264
173,HiRain_SWW,0.969165548,0.758508816
174,HiRain_SWW,0.889937857,0.49704109
175,HiRain_SWW,0.95808899,0.70457234
176,HiRain_SWW,0.961929026,0.723305706
177,HiRain_SWW,0.956875977,0.692646525
178,HiRain_SWW,0.952801872,0.674905175
179,HiRain_SWW,0.942254359,0.660327843
180,HiRain_SWW,0.947845009,0.657515856
181,HiRain_SWW,0.953215588,0.689938761
182,HiRain_SWW,0.945356913,0.668151515
183,HiRain_SWW,0.961359166,0.725557034
184,HiRain_SWW,0.963142003,0.730474525
185,HiRain_SWW,0.92792706,0.616908548
186,HiRain_SWW,0.960604842,0.720032821
187,HiRain_SWW,0.966322694,0.745024353
188,HiRain_SWW,0.962984887,0.725803942
189,HiRain_SWW,0.938612237,0.623201035
190,HiRain_SWW,0.920351116,0.575805691
191,HiRain_SWW,0.969771853,0.765384137
192,HiRain_SWW,0.926729475,0.564270205
193,HiRain_SWW,0.938760684,0.606488403
194,HiRain_SWW,0.940579811,0.644171925
195,HiRain_SWW,0.902907209,0.530555698
196,HiRain_SWW,0.908252059,0.5386729
197,HiRain_SWW,0.92666187,0.609718008
198,HiRain_SWW,0.964858107,0.746262191
199,HiRain_SWW,0.937322306,0.678179814
200,HiRain_SWW,0.969964899,0.778629898
201,HiRain_SWW,0.96198856,0.732786273
202,HiRain_SWW,0.966791196,0.759482034
203,HiRain_SWW,0.957699421,0.715799748
204,HiRain_SWW,0.936557997,0.61159101
205,HiRain_SWW,0.953136538,0.699412422
206,HiRain_SWW,0.94565223,0.672257381
207,HiRain_SWW,0.95142316,0.675986428
208,HiRain_SWW,0.959053566,0.710310266
209,HiRain_SWW,0.943356548,0.644675325
210,HiRain_SWW,0.948066516,0.67128497
211,HiRain_SWW,0.947863018,0.674233482
212,HiRain_SWW,0.896380222,0.547354575
213,HiRain_SWW,0.865461339,0.52043926
214,HiRain_SWW,0.912400465,0.561704403
215,HiRain_SWW,0.961666274,0.733163649
216,HiRain_SWW,0.921391444,0.562493972
