id,Details,NDRE_TAMU,NDRE_WSU,Yield
5,Metribuzin_Trail_NoSpray,0.181610268,0.389086546,115
6,Metribuzin_Trail_NoSpray,0.272607607,0.452342849,129
7,Metribuzin_Trail_NoSpray,0.276799219,0.455130596,120
8,Metribuzin_Trail_NoSpray,0.26256748,0.442666896,133
9,Metribuzin_Trail_NoSpray,0.253938874,0.439349676,119
10,Metribuzin_Trail_NoSpray,0.217954422,0.418843737,109
11,Metribuzin_Trail_NoSpray,0.216007464,0.421917378,98
12,Metribuzin_Trail_NoSpray,0.208394469,0.406770495,91
13,Metribuzin_Trail_NoSpray,0.248788516,0.446455517,100
14,Metribuzin_Trail_NoSpray,0.228247763,0.424134184,104
15,Metribuzin_Trail_NoSpray,0.233201134,0.429737509,104
16,Metribuzin_Trail_NoSpray,0.233932454,0.432887762,112
17,Metribuzin_Trail_NoSpray,0.178943174,0.385287795,80
18,Metribuzin_Trail_NoSpray,0.14032002,0.370447216,84
19,Metribuzin_Trail_NoSpray,0.179042828,0.392515811,87
20,Metribuzin_Trail_NoSpray,0.201904121,0.413146255,83
21,Metribuzin_Trail_NoSpray,0.255825849,0.446017258,105
22,Metribuzin_Trail_NoSpray,0.23039862,0.428782954,101
23,Metribuzin_Trail_NoSpray,0.163456969,0.381033016,86
24,Metribuzin_Trail_NoSpray,0.21006157,0.414216399,91
25,Metribuzin_Trail_NoSpray,0.16242209,0.373639357,86
26,Metribuzin_Trail_NoSpray,0.216121262,0.41671992,84
27,Metribuzin_Trail_NoSpray,0.228282869,0.423708202,95
28,Metribuzin_Trail_NoSpray,0.245137368,0.442893512,89
29,Metribuzin_Trail_NoSpray,0.162681924,0.378063204,91
30,Metribuzin_Trail_NoSpray,0.168364421,0.378263298,87
31,Metribuzin_Trail_NoSpray,0.160745579,0.385620841,82
32,Metribuzin_Trail_NoSpray,0.234128534,0.427576428,105
33,Metribuzin_Trail_NoSpray,0.208182469,0.404703933,101
34,Metribuzin_Trail_NoSpray,0.244410618,0.437787028,102
35,Metribuzin_Trail_NoSpray,0.256586141,0.454436124,96
36,Metribuzin_Trail_NoSpray,0.17826427,0.390413007,95
1,Metribuzin_Trial_Spray,0.143755239,0.351163526,102
2,Metribuzin_Trial_Spray,0.150903109,0.362610739,94
3,Metribuzin_Trial_Spray,0.18517962,0.389411938,110
4,Metribuzin_Trial_Spray,0.156945494,0.372814903,105
5,Metribuzin_Trial_Spray,0.102227156,0.332995326,75
6,Metribuzin_Trial_Spray,0.176622747,0.378899792,92
7,Metribuzin_Trial_Spray,0.176400794,0.380401396,91
8,Metribuzin_Trial_Spray,0.16329788,0.372709741,102
9,Metribuzin_Trial_Spray,0.196547887,0.398064813,106
10,Metribuzin_Trial_Spray,0.186261698,0.388577548,104
11,Metribuzin_Trial_Spray,0.224328769,0.421302866,104
12,Metribuzin_Trial_Spray,0.208361775,0.40429409,104
13,Metribuzin_Trial_Spray,0.205059769,0.416206722,109
14,Metribuzin_Trial_Spray,0.160110833,0.372762485,102
15,Metribuzin_Trial_Spray,0.194303634,0.398727348,111
16,Metribuzin_Trial_Spray,0.221179267,0.418182241,118
17,Metribuzin_Trial_Spray,0.170745807,0.381575629,61
18,Metribuzin_Trial_Spray,0.151238267,0.376660951,80
19,Metribuzin_Trial_Spray,0.179199846,0.391474999,86
20,Metribuzin_Trial_Spray,0.206583137,0.411170197,91
21,Metribuzin_Trial_Spray,0.204212337,0.408057879,97
22,Metribuzin_Trial_Spray,0.198537161,0.401946851,99
23,Metribuzin_Trial_Spray,0.137228186,0.362793489,90
24,Metribuzin_Trial_Spray,0.194272433,0.406184466,106
25,Metribuzin_Trial_Spray,0.14994809,0.375823763,80
26,Metribuzin_Trial_Spray,0.194826556,0.409705665,85
27,Metribuzin_Trial_Spray,0.195000444,0.403863807,85
28,Metribuzin_Trial_Spray,0.209052073,0.420709593,87
29,Metribuzin_Trial_Spray,0.139517128,0.357429471,79
30,Metribuzin_Trial_Spray,0.157779439,0.373240291,71
31,Metribuzin_Trial_Spray,0.173449946,0.389513024,79
32,Metribuzin_Trial_Spray,0.193464183,0.39613776,88
33,Metribuzin_Trial_Spray,0.147699106,0.365206343,91
34,Metribuzin_Trial_Spray,0.176160618,0.392940684,94
35,Metribuzin_Trial_Spray,0.210085386,0.426401461,97
36,Metribuzin_Trial_Spray,0.156245602,0.382396401,90
